City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
345,Perez,AR,-32.9983,-60.7679,93.99,51,40,9.22,scattered clouds
346,Sabha,LY,27.0377,14.4283,60.69,28,0,4.36,clear sky
347,Inta,RU,66.0317,60.1659,-24.86,82,0,4.14,clear sky
348,Scarborough,GB,54.2797,-0.4044,35.01,82,99,6.31,overcast clouds
349,Iquitos,PE,-3.7481,-73.2472,77.0,88,75,8.05,moderate rain
350,Sabang,ID,5.8933,95.3214,81.16,72,12,11.39,few clouds
351,Santa Rosa,PH,14.3122,121.1114,80.6,89,40,2.3,scattered clouds
352,Lima,PE,-12.0432,-77.0282,75.2,69,0,6.91,clear sky
353,Pacific Grove,US,36.6177,-121.9166,44.01,93,20,6.91,few clouds
354,Mawlaik,MM,23.6333,94.4167,62.53,69,22,1.25,few clouds
355,Staraya Toropa,RU,56.2801,31.6702,34.3,99,100,3.65,overcast clouds
356,Volodarskiy,RU,46.4013,48.5409,37.4,75,75,4.47,broken clouds
357,Nador,MA,35.174,-2.9287,64.4,52,20,8.05,few clouds
358,Praya,CV,14.9215,-23.5087,82.4,42,87,19.57,overcast clouds
359,Abonnema,NG,4.7084,6.7931,92.93,31,99,6.38,overcast clouds
360,Tonj,SS,7.2737,28.6822,89.87,23,17,4.52,few clouds
361,Rosetown,CA,51.5501,-108.0014,1.4,78,23,9.22,few clouds
362,Port Lincoln,AU,-34.7333,135.8667,78.26,41,96,15.66,overcast clouds
363,Port Elizabeth,ZA,-33.918,25.5701,73.4,83,40,34.52,scattered clouds
364,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,90.0,57,25,1.99,scattered clouds
365,Mufulira,ZM,-12.5498,28.2407,67.08,92,100,3.49,overcast clouds
366,Oistins,BB,13.0667,-59.5333,84.2,61,40,18.41,scattered clouds
367,Pitimbu,BR,-7.4706,-34.8086,84.2,70,75,20.71,broken clouds
368,Chapais,CA,49.7834,-74.8492,-2.2,78,1,5.75,clear sky
369,Amazar,RU,53.858,120.875,-11.61,85,67,3.24,broken clouds
370,Pokrovsk,UA,48.282,37.1758,37.31,95,100,11.79,overcast clouds
371,Katsuura,JP,35.1333,140.3,39.2,93,75,24.16,moderate rain
372,Mount Gambier,AU,-37.8333,140.7667,66.2,72,63,8.05,broken clouds
373,Saint-Joseph,RE,-21.3667,55.6167,82.4,74,40,4.61,scattered clouds
374,La Romana,DO,18.4273,-68.9728,82.4,69,20,13.8,few clouds
375,Pipar,IN,26.3856,73.5378,60.89,26,0,11.14,clear sky
376,Namibe,AO,-15.1961,12.1522,77.13,65,88,10.87,overcast clouds
377,Sao Filipe,CV,14.8961,-24.4956,76.21,61,100,5.88,overcast clouds
378,Camacha,PT,33.0833,-16.3333,64.4,82,40,8.05,scattered clouds
379,Avera,US,33.194,-82.5271,51.8,50,1,13.8,clear sky
380,Seymchan,RU,62.8833,152.4333,-28.64,83,100,3.04,light snow
381,Maragogi,BR,-9.0122,-35.2225,82.92,68,57,15.77,broken clouds
382,Yamada,JP,39.4667,141.95,32.16,93,100,3.74,overcast clouds
383,Lexington,US,37.9887,-84.4777,25.0,63,1,12.66,clear sky
384,Pokhara,NP,28.2333,83.9833,54.28,60,22,1.74,few clouds
385,Naze,JP,28.3667,129.4833,62.83,89,57,12.26,broken clouds
386,Nsanje,MW,-16.92,35.262,79.83,81,100,6.04,overcast clouds
387,Prince Rupert,CA,54.3161,-130.3201,33.8,93,90,2.3,overcast clouds
388,Carutapera,BR,-1.195,-46.02,83.41,75,41,9.08,light rain
389,Duki,PK,30.1541,68.5728,46.6,39,0,5.3,clear sky
390,Sao Felix Do Xingu,BR,-6.6447,-51.995,89.96,50,24,6.76,moderate rain
391,Leshan,CN,29.5623,103.7639,52.63,69,59,1.05,broken clouds
392,Villarrobledo,ES,39.2699,-2.6012,43.0,97,98,18.01,overcast clouds
393,Luanda,AO,-8.8368,13.2343,84.2,58,20,10.36,few clouds
394,Jalu,LY,29.0331,21.5482,51.73,44,0,2.51,clear sky
395,Venado Tuerto,AR,-33.7456,-61.9688,99.68,21,0,11.07,clear sky
396,Bhawanipatna,IN,19.9,83.1667,67.41,38,0,3.58,clear sky
397,Tripoli,LY,32.8752,13.1875,61.12,61,0,9.15,clear sky
398,Kruisfontein,ZA,-34.0033,24.7314,78.01,70,34,11.01,scattered clouds
399,Altamont,US,42.2068,-121.7372,25.0,86,1,7.4,clear sky
400,Trairi,BR,-3.2778,-39.2689,88.72,52,31,13.87,scattered clouds
401,Itarema,BR,-2.9248,-39.9167,88.84,54,31,15.59,scattered clouds
402,Waingapu,ID,-9.6567,120.2641,79.16,80,92,7.09,moderate rain
403,Sassandra,CI,4.95,-6.0833,84.25,65,52,9.01,broken clouds
404,La Ronge,CA,55.1001,-105.2842,-16.6,76,96,9.22,overcast clouds
405,Hervey Bay,AU,-25.2986,152.8535,73.99,83,66,5.75,broken clouds
406,Gornopravdinsk,RU,60.05,69.9,-41.3,80,31,3.33,scattered clouds
407,Samarai,PG,-10.6167,150.6667,82.06,77,99,6.06,light rain
408,Broken Hill,AU,-31.95,141.4333,86.0,11,99,9.22,overcast clouds
409,Turhal,TR,40.3875,36.0811,37.4,75,0,3.44,clear sky
410,Conde,BR,-7.2597,-34.9075,84.2,70,75,20.71,broken clouds
411,Airai,TL,-8.9266,125.4092,63.46,100,94,1.9,overcast clouds
412,Ayagoz,KZ,47.9714,80.4392,4.8,93,100,11.48,overcast clouds
413,Kabinda,CD,-6.1333,24.4833,76.14,82,89,0.27,light rain
414,Limbuhan,PH,11.8838,124.0501,80.26,84,85,3.22,overcast clouds
415,Hofn,IS,64.2539,-15.2082,33.4,87,100,27.4,overcast clouds
416,Touros,BR,-5.1989,-35.4608,86.0,62,75,11.5,broken clouds
417,Punta Gorda,US,26.9298,-82.0454,73.99,94,40,8.05,scattered clouds
418,Snyder,US,32.7179,-100.9176,41.0,100,90,4.61,fog
419,Lagoa,PT,39.05,-27.9833,61.83,84,100,16.44,overcast clouds
420,Tigil,RU,57.8,158.6667,-6.43,91,100,1.01,overcast clouds
421,Loa Janan,ID,-0.583,117.095,75.45,95,100,0.58,overcast clouds
422,Riyadh,SA,24.6877,46.7219,60.8,20,0,6.91,clear sky
423,Acajutla,SV,13.5928,-89.8275,78.8,57,0,5.75,clear sky
424,Miri,MY,4.4148,114.0089,77.0,100,40,2.3,moderate rain
425,Hailey,US,43.5196,-114.3153,23.0,68,40,10.36,scattered clouds
426,Neiafu,TO,-18.65,-173.9833,75.2,100,75,13.89,moderate rain
427,Bosaso,SO,11.2842,49.1816,76.08,66,98,15.52,overcast clouds
428,Amahai,ID,-3.3333,128.9167,84.99,80,86,1.99,overcast clouds
429,Matamoros,MX,25.5333,-103.25,63.0,45,75,3.51,broken clouds
430,Muroto,JP,33.2833,134.15,56.66,85,100,18.77,light rain
431,Rusape,ZW,-18.5278,32.1284,65.84,91,100,1.99,light rain
432,Torrelavega,ES,43.3494,-4.0479,51.01,92,100,3.0,overcast clouds
433,Vilhena,BR,-12.7406,-60.1458,78.8,83,40,8.05,moderate rain
434,Makat,KZ,47.6469,53.3463,30.06,99,100,10.11,overcast clouds
435,Slave Lake,CA,55.2834,-114.769,-0.4,78,90,5.75,overcast clouds
436,Paka,MY,4.6374,103.4368,73.4,100,87,2.3,overcast clouds
437,Itupeva,BR,-23.1531,-47.0578,84.2,48,20,10.36,few clouds
438,Chanute,US,37.6792,-95.4572,32.0,59,1,11.5,clear sky
439,Inhambane,MZ,-23.865,35.3833,86.0,79,75,17.27,light rain
440,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,77,90,5.75,overcast clouds
441,Erice,IT,38.037,12.5865,59.0,58,40,19.57,scattered clouds
442,Imeni Poliny Osipenko,RU,52.4201,136.4853,-7.42,91,100,2.46,overcast clouds
443,Trujillo,PE,-8.116,-79.03,71.6,83,35,5.75,scattered clouds
444,Ankang,CN,32.68,109.0172,43.65,59,69,3.22,broken clouds
445,Xingyi,CN,24.1877,102.817,49.33,87,59,5.64,broken clouds
446,Estelle,US,29.8458,-90.1067,61.0,100,90,12.66,overcast clouds
447,Toda Raisingh,IN,26.0252,75.4849,65.39,39,0,8.57,clear sky
448,Liwale,TZ,-9.7667,37.9333,73.31,93,99,4.32,overcast clouds
449,Phonhong,LA,18.5007,102.4166,68.04,56,1,2.73,clear sky
450,Palmer,US,42.1584,-72.3287,26.01,55,13,5.01,few clouds
451,Hamilton,US,39.1834,-84.5333,26.01,68,1,4.61,clear sky
452,Bilibino,RU,68.0546,166.4372,-25.2,83,100,2.59,overcast clouds
453,Wanning,CN,18.8003,110.3967,66.72,84,1,0.47,clear sky
454,Morehead,US,37.2711,-87.1764,30.99,40,1,5.75,clear sky
455,Vianopolis,BR,-16.7419,-48.5164,79.07,62,97,8.5,overcast clouds
456,Sorong,ID,-0.8833,131.25,80.29,80,99,3.65,overcast clouds
457,Coihaique,CL,-45.5752,-72.0662,60.8,48,0,9.22,clear sky
458,Matongo,TZ,-2.3833,34.0833,68.31,86,100,4.5,light rain
459,Coquimbo,CL,-29.9533,-71.3436,68.0,68,20,10.36,few clouds
460,Taksimo,RU,56.3444,114.8794,-13.13,83,70,1.57,broken clouds
461,Cururupu,BR,-1.8283,-44.8683,81.95,81,51,5.93,moderate rain
462,Camacari,BR,-12.6975,-38.3242,80.6,69,75,10.36,broken clouds
463,Pioner,RU,55.3166,85.9508,1.4,78,90,8.95,light snow
464,Sola,VU,-13.8833,167.55,77.0,100,20,13.71,few clouds
465,Chicama,PE,-7.8447,-79.1469,71.6,83,38,5.75,scattered clouds
466,Luderitz,NA,-26.6481,15.1594,73.67,59,77,30.29,broken clouds
467,Shache,CN,38.4167,77.2406,25.97,65,0,4.05,clear sky
468,Nara,JP,34.6851,135.8049,45.0,95,100,6.98,light rain
469,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,76.69,90,99,1.9,overcast clouds
470,Troitsko-Pechorsk,RU,62.7084,56.1964,-16.4,87,87,5.12,overcast clouds
471,Puri,IN,19.8,85.85,73.4,78,0,8.59,mist
472,Manzanillo,CU,20.3433,-77.1167,82.4,61,1,5.3,clear sky
473,Eral,IN,8.6333,78.0167,78.08,76,12,9.73,few clouds
474,Te Anau,NZ,-45.4167,167.7167,49.98,79,100,8.08,overcast clouds
475,Ngaoundere,CM,7.3167,13.5833,83.73,15,74,10.16,broken clouds
476,Dauriya,RU,49.9333,116.8667,5.7,85,42,1.48,scattered clouds
477,Upata,VE,8.0086,-62.3989,84.27,58,18,7.65,light rain
478,Nelson Bay,AU,-32.7167,152.15,71.01,68,0,1.14,clear sky
479,Catuday,PH,16.2923,119.8062,77.16,89,86,9.78,overcast clouds
480,Faanui,PF,-16.4833,-151.75,80.38,71,37,11.92,scattered clouds
481,Harwich,GB,51.9419,1.2844,37.0,77,95,8.99,overcast clouds
482,Kisangani,CD,0.5167,25.2,85.24,51,89,1.07,overcast clouds
483,Santa Maria,BR,-29.6842,-53.8069,91.38,42,6,5.32,clear sky
484,Severnyy,RU,50.677,36.5532,37.4,100,90,6.71,fog
485,Birjand,IR,32.8663,59.2211,39.2,6,0,11.5,clear sky
486,Corn Island,NI,12.1694,-83.0418,80.92,77,10,17.92,clear sky
487,Katangli,RU,51.7102,143.2326,-7.87,85,33,8.5,scattered clouds
488,Moose Factory,CA,51.2585,-80.6094,-14.8,70,75,8.05,broken clouds
489,Asmara,ER,15.3333,38.9333,57.4,77,46,4.5,light rain
490,Gao,ML,16.6362,1.637,85.78,11,55,9.31,broken clouds
491,Sioux Lookout,CA,50.1001,-91.917,1.4,78,90,4.61,light snow
492,Santa Cruz Del Sur,CU,20.7147,-77.9956,81.39,66,15,10.13,few clouds
493,Naryan-Mar,RU,67.6713,53.087,-20.83,85,74,9.44,broken clouds
494,Pasni,PK,25.2631,63.471,61.97,31,0,25.88,clear sky
495,Ereymentau,KZ,51.6199,73.1033,-8.95,92,99,5.44,overcast clouds
496,Mundo Nuevo,MX,18.7,-95.5,74.66,83,65,4.63,broken clouds
497,Ilulissat,GL,69.2167,-51.1,19.4,42,20,8.05,few clouds
498,Ambilobe,MG,-13.2,49.05,76.98,88,82,1.95,light rain
499,Esmeraldas,BR,-19.7625,-44.3139,78.8,53,40,11.5,scattered clouds
500,Margate,GB,51.3813,1.3862,37.0,83,100,4.0,overcast clouds
501,Luis Correia,BR,-2.8792,-41.6669,89.6,62,40,16.11,scattered clouds
502,Malanje,AO,-9.5402,16.341,70.72,90,80,5.84,light rain
503,Aksu,CN,41.1231,80.2644,22.55,87,86,3.51,overcast clouds
504,Panaba,MX,21.2833,-88.2667,78.94,69,1,7.43,clear sky
505,Tirano,IT,46.2154,10.1679,37.99,99,84,2.95,broken clouds
506,Yabrud,SY,33.9674,36.6574,50.0,25,0,6.91,clear sky
507,Tucupita,VE,9.0622,-62.051,79.57,89,100,6.62,moderate rain
508,Menongue,AO,-14.6585,17.691,79.07,55,56,2.8,broken clouds
509,Diego De Almagro,CL,-26.3667,-70.05,85.05,17,0,10.71,clear sky
510,Bayir,TR,37.2687,28.2167,55.4,82,75,3.44,broken clouds
511,Maneadero,MX,31.7167,-116.5667,53.01,91,78,1.99,broken clouds
512,Makasar,ID,-5.14,119.4221,75.2,100,20,3.44,few clouds
513,Moranbah,AU,-22.0016,148.0466,70.09,81,0,13.73,clear sky
514,Ust-Ilimsk,RU,58.0006,102.6619,-23.31,85,87,2.91,overcast clouds
515,Bundaberg,AU,-24.85,152.35,73.99,83,6,5.75,clear sky
516,Olafsvik,IS,64.8945,-23.7142,29.07,90,21,34.02,few clouds
517,Klyuchi,RU,52.2667,79.1667,4.21,94,100,8.1,overcast clouds
518,Nogliki,RU,51.8333,143.1667,-6.27,85,34,9.57,scattered clouds
519,Mezen,RU,65.8522,44.24,1.69,93,100,13.18,light snow
520,Meulaboh,ID,4.1363,96.1285,77.65,85,42,3.29,scattered clouds
521,Bambanglipuro,ID,-7.95,110.2833,78.42,81,100,3.8,overcast clouds
522,Mpongwe,ZM,-13.5091,28.155,64.83,97,100,3.42,overcast clouds
523,Camacupa,AO,-12.0167,17.4833,69.44,89,94,6.64,light rain
524,Bako,ET,5.7833,36.5667,72.28,50,91,2.86,overcast clouds
525,Basoko,CD,1.2391,23.616,87.51,43,71,1.68,broken clouds
526,Keti Bandar,PK,24.1447,67.4497,67.15,43,0,10.78,clear sky
527,Brae,GB,60.3964,-1.353,37.4,87,40,11.5,scattered clouds
528,Padang,ID,-0.9492,100.3543,78.8,83,90,4.61,overcast clouds
529,Jenbach,AT,47.4013,11.7406,37.99,75,100,2.71,overcast clouds
530,Qandala,SO,11.472,49.8728,75.02,68,98,11.9,overcast clouds
531,Deputatskiy,RU,69.3,139.9,-38.13,84,85,0.65,overcast clouds
532,Imbituba,BR,-28.24,-48.6703,77.0,78,75,4.61,broken clouds
533,Cairns,AU,-16.9167,145.7667,78.8,73,92,6.91,overcast clouds
534,Abha,SA,18.2164,42.5053,62.6,72,0,5.75,clear sky
535,Gunjur,GM,13.2019,-16.7339,89.6,23,71,7.56,broken clouds
536,Galle,LK,6.0367,80.217,77.77,81,25,5.64,scattered clouds
537,Poykovskiy,RU,61.2333,73.3333,-47.2,66,32,6.71,scattered clouds
538,Mayo,US,38.8876,-76.5119,33.01,40,20,17.27,few clouds
539,Thongwa,MM,16.7619,96.5278,75.2,64,0,3.44,clear sky
540,Marietta,US,33.9526,-84.5499,46.99,42,1,6.91,clear sky
541,Amherst,US,41.3978,-82.2224,23.0,63,90,6.91,overcast clouds
542,Ilinskiy,RU,55.619,38.1182,35.6,93,90,4.47,overcast clouds
543,Mattru,SL,7.6244,-11.8332,96.55,27,0,0.92,clear sky
544,Saint-Georges,GD,12.0564,-61.7485,84.2,65,20,23.02,few clouds
545,Boddam,GB,57.4667,-1.7833,36.0,60,0,6.91,clear sky
546,Conceicao Das Alagoas,BR,-19.9147,-48.3883,82.4,39,40,11.5,scattered clouds
547,Kargopol,RU,61.5071,38.9456,32.13,98,100,9.33,light snow
548,Obihiro,JP,42.9172,143.2044,7.23,91,81,2.62,broken clouds
549,Tamandare,BR,-8.7597,-35.1047,83.66,65,31,13.78,scattered clouds
550,Tianpeng,CN,30.9866,103.9393,55.99,1,99,3.02,overcast clouds
551,Sao Raimundo Nonato,BR,-9.0153,-42.6994,82.51,48,100,5.32,overcast clouds
552,Salym,RU,60.0625,71.4789,-43.49,80,46,4.14,scattered clouds
553,Sangar,RU,63.9242,127.4739,-56.69,60,80,4.54,broken clouds
554,Elizabethton,US,36.3487,-82.2107,33.8,32,1,8.05,clear sky
555,Maple Creek,CA,49.9168,-109.4848,15.8,86,98,8.05,light snow
556,Quang Ngai,VN,15.1167,108.8,66.47,90,10,1.48,clear sky
557,Verkhoyansk,RU,67.5447,133.385,-43.49,76,83,1.43,broken clouds
558,Dali,CN,25.7,100.1833,46.08,73,43,5.55,scattered clouds
559,Tessalit,ML,20.1986,1.0114,83.48,11,0,10.94,clear sky
560,Kathmandu,NP,27.7167,85.3167,51.8,87,20,3.44,few clouds
561,Eureka,US,40.8021,-124.1637,36.0,93,1,3.8,clear sky
562,Houma,US,29.5958,-90.7195,60.8,94,90,16.11,mist
563,Kieta,PG,-6.2167,155.6333,77.97,71,84,2.68,broken clouds
564,Petropavl,KZ,54.8753,69.1628,-34.29,83,65,4.9,broken clouds
565,Caucaia,BR,-3.7361,-38.6531,86.0,62,40,17.27,light rain
566,Marsh Harbour,BS,26.5412,-77.0636,73.6,65,0,10.54,clear sky
567,Baykit,RU,61.67,96.37,-33.16,78,100,2.24,overcast clouds
568,Ust-Tsilma,RU,65.441,52.1498,-11.0,88,99,9.33,overcast clouds
569,Bulungu,CD,-4.55,18.6,80.28,74,87,4.03,overcast clouds
570,Dingle,PH,10.9995,122.6711,75.67,87,97,2.24,overcast clouds
571,Adeje,ES,28.1227,-16.726,71.6,64,20,18.41,few clouds
572,Kismayo,SO,-0.3582,42.5454,78.37,83,99,15.08,overcast clouds
573,Sawtell,AU,-30.3833,153.1,70.0,83,1,8.05,clear sky
574,Capanema,BR,-1.1958,-47.1808,87.53,63,60,6.08,light rain
575,Anadyr,RU,64.75,177.4833,-16.01,76,0,11.18,clear sky
576,Iqaluit,CA,63.7506,-68.5145,19.4,93,75,6.91,mist
577,Esil,KZ,51.9556,66.4042,-20.15,86,36,5.66,scattered clouds
578,Ust-Nera,RU,64.5667,143.2,-28.52,74,95,3.78,overcast clouds
579,Atbasar,KZ,51.8,68.3333,-15.36,88,61,6.33,broken clouds
580,Lincoln,US,40.8,-96.667,25.0,54,75,12.66,broken clouds
581,Carballo,ES,43.213,-8.691,55.0,84,97,7.0,overcast clouds
582,Nueva Rosita,MX,27.95,-101.2167,57.0,99,1,1.99,clear sky
583,Khash,IR,28.2211,61.2158,35.31,47,30,8.9,scattered clouds
584,Verkhnyaya Inta,RU,65.9811,60.3094,-23.91,81,0,4.03,clear sky
585,Teeswater,CA,43.9959,-81.2865,21.99,86,99,4.0,overcast clouds
586,Isangel,VU,-19.55,169.2667,77.5,87,100,8.99,overcast clouds
587,Bankura,IN,23.25,87.0667,62.67,31,0,3.33,clear sky
588,Kirakira,SB,-10.4544,161.9205,79.56,76,91,5.95,overcast clouds
589,Altagracia De Orituco,VE,9.8601,-66.3814,84.43,55,61,5.88,broken clouds
590,Kununurra,AU,-15.7667,128.7333,77.0,100,100,4.61,light rain
591,Iralaya,HN,15.0,-83.2333,81.3,72,98,9.28,light rain
592,Spas,UA,48.8899,24.0629,41.0,87,0,2.24,clear sky
593,Parrita,CR,9.5201,-84.3225,77.0,56,0,17.27,clear sky
594,Bafq,IR,31.6128,55.4107,39.6,54,0,2.59,clear sky
595,Isla Vista,US,34.4133,-119.861,48.2,87,90,3.44,light rain
596,Bodden Town,KY,19.2833,-81.25,81.0,74,20,10.36,few clouds
597,Lyubuchany,RU,55.2511,37.5456,36.0,87,90,8.95,light intensity drizzle
598,Whitehorse,CA,60.7161,-135.0538,1.4,85,90,14.97,light snow
599,Wronki,PL,52.7105,16.3804,34.0,93,90,11.5,light rain
600,Port Blair,IN,11.6667,92.75,77.61,66,0,8.48,clear sky
601,Trimbak,IN,19.9333,73.55,67.39,51,0,3.36,clear sky
602,Matara,LK,5.9485,80.5353,76.23,86,19,6.2,few clouds
603,Tautira,PF,-17.7333,-149.15,77.0,78,20,3.44,few clouds
604,Korla,CN,41.7597,86.1469,29.61,78,100,5.66,overcast clouds
605,Bemidji,US,47.4736,-94.8803,19.99,79,90,6.91,overcast clouds
606,Lucea,JM,18.451,-78.1736,82.0,78,75,11.5,broken clouds
607,Aurich,DE,53.4667,7.4833,39.2,81,97,9.22,overcast clouds
608,Bonthe,SL,7.5264,-12.505,87.31,52,0,11.14,clear sky
609,Roseville,US,38.7521,-121.288,42.01,100,1,5.75,clear sky
610,Poum,NC,-20.2333,164.0167,79.23,78,100,10.16,overcast clouds
611,Socorro,US,31.6546,-106.3033,48.0,87,20,6.91,few clouds
612,Ayorou,NE,14.7308,0.9174,89.58,10,0,10.71,clear sky
613,Copiapo,CL,-27.3667,-70.3333,69.8,60,0,8.05,clear sky
614,Lucapa,AO,-8.4192,20.7447,72.77,91,80,4.72,light rain
615,Peterhead,GB,57.5058,-1.7981,36.0,60,0,6.91,clear sky
616,San Quintin,MX,30.4833,-115.95,56.52,75,93,4.43,overcast clouds
617,Lohardaga,IN,23.4333,84.6833,62.6,45,0,1.41,haze
618,Juneau,US,58.3019,-134.4197,34.0,86,90,4.0,mist
619,Harper,LR,4.375,-7.7169,81.5,78,14,8.23,light rain
620,Sarakhs,IR,36.5449,61.1577,36.77,70,0,11.14,clear sky
621,Hashtgerd,IR,35.9642,50.6858,32.0,40,0,11.5,clear sky
622,Mae Ramat,TH,16.984,98.5166,66.04,66,1,1.01,clear sky
623,Aswan,EG,24.0934,32.907,68.2,25,0,9.98,clear sky
624,Calabar,NG,4.9517,8.322,89.1,47,71,10.96,broken clouds
625,Tilichiki,RU,60.4667,166.1,-8.72,92,82,6.38,broken clouds
626,Novomykolayivka,UA,47.9781,35.9102,42.8,93,75,2.24,broken clouds
627,Forbes,AU,-33.3833,148.0167,79.14,34,2,7.45,clear sky
628,Quepos,CR,9.4236,-84.1652,77.0,56,0,17.27,clear sky
629,Angoche,MZ,-16.2325,39.9086,82.22,84,100,5.86,overcast clouds
630,Eyl,SO,7.9803,49.8164,75.33,68,65,21.92,broken clouds
631,Half Moon Bay,US,37.4636,-122.4286,46.99,87,20,6.91,few clouds
632,Tambongon,PH,10.9677,123.9244,78.71,81,100,1.16,overcast clouds
633,Xixiang,CN,35.1628,112.865,41.97,59,100,4.79,light rain
634,Ulaanbaatar,MN,47.9077,106.8832,-5.8,77,0,2.24,clear sky
635,Dakar,SN,14.6937,-17.4441,78.8,36,100,6.91,overcast clouds
636,Lakes Entrance,AU,-37.8811,147.981,61.0,92,0,1.01,clear sky
637,Sirnak,TR,37.5228,42.4594,28.6,82,75,3.24,broken clouds
638,Egvekinot,RU,66.3167,-179.1667,-15.92,89,13,1.88,few clouds
639,Karpathos,GR,35.507,27.2132,59.0,67,40,11.5,scattered clouds
640,Todos Santos,MX,23.45,-110.2167,62.01,85,93,1.99,overcast clouds
641,Dogondoutchi,NE,13.6393,4.0287,89.55,10,94,12.06,overcast clouds
642,Sisimiut,GL,66.9395,-53.6735,18.88,85,0,8.95,clear sky
643,Hay River,CA,60.8156,-115.7999,-25.6,68,29,2.3,scattered clouds
644,Male,MV,4.1748,73.5089,84.2,79,20,6.91,few clouds
645,Westport,US,41.1415,-73.3579,30.0,43,40,18.41,scattered clouds
646,Ngunguru,NZ,-35.6167,174.5,54.0,92,19,1.99,few clouds
647,Dalvik,IS,65.9702,-18.5286,30.2,86,90,21.85,snow
648,Zhob,PK,31.3411,69.4481,40.73,53,0,7.43,clear sky
649,Borovoy,RU,55.4333,86.0833,1.4,78,90,8.95,light snow
650,Staroaleyskoye,RU,51.0061,82.0,7.65,94,100,10.89,light snow
651,Ikryanoye,RU,46.0932,47.7308,37.4,75,75,4.47,broken clouds
652,Phan Thiet,VN,10.9333,108.1,72.3,87,13,7.02,few clouds
653,Sooke,CA,48.3746,-123.7276,35.6,81,0,9.22,clear sky
654,Portland,US,45.5234,-122.6762,32.0,86,1,1.48,mist
655,Mishelevka,RU,52.8575,103.1719,8.64,94,100,3.56,light snow
656,Tabuk,PH,17.4189,121.4443,70.95,91,83,3.78,broken clouds
657,Gagnoa,CI,6.1293,-5.9437,95.97,19,0,2.06,clear sky
658,Berlin,DE,52.5244,13.4105,39.99,87,40,2.3,scattered clouds
659,Champasak,LA,14.75,106.0,71.06,68,0,1.07,clear sky
660,Nishihara,JP,26.1842,127.7558,69.8,83,75,23.02,broken clouds
661,Makakilo City,US,21.3469,-158.0858,73.4,78,20,5.75,few clouds
662,Parana,AR,-31.732,-60.5238,93.0,47,40,7.54,scattered clouds
663,Asau,RO,46.4333,26.4,41.0,56,99,3.8,overcast clouds
664,Agdam,AZ,39.991,46.9274,33.42,84,0,2.06,clear sky
665,Luba,GQ,3.4568,8.5547,86.0,70,20,9.22,few clouds
666,Buala,SB,-8.145,159.5921,78.51,68,90,4.03,overcast clouds
667,Praia,CV,14.9215,-23.5087,82.4,42,87,19.57,overcast clouds
668,Dalby,AU,-27.1833,151.2667,64.99,81,5,1.01,clear sky
669,Rolla,US,37.9514,-91.7713,28.99,58,1,9.22,clear sky
670,Nesna,NO,66.1967,13.0213,17.6,49,40,10.36,scattered clouds
671,Pasco,US,28.292,-82.4165,72.0,1,70,2.57,broken clouds
672,Santa,PH,17.486,120.4348,74.77,87,7,3.06,clear sky
673,Labuhan,ID,-6.8844,112.2051,79.27,83,100,6.04,overcast clouds
674,Rockland,US,41.1668,-74.0496,30.0,51,54,1.99,broken clouds
675,Maumere,ID,-8.6199,122.2111,81.09,77,73,5.32,broken clouds
676,Port-Cartier,CA,50.0334,-66.8654,17.01,67,28,9.22,scattered clouds
677,Santos Reyes Nopala,MX,16.1092,-97.1561,80.28,50,78,2.98,broken clouds
678,Anloga,GH,5.7947,0.8973,89.6,35,29,5.75,haze
679,Tonantins,BR,-2.8731,-67.8022,80.53,89,100,2.57,overcast clouds
680,Solvychegodsk,RU,61.3305,46.9156,3.99,93,100,9.51,snow
681,Yerakion,GR,37.0,22.7,59.0,77,90,12.66,overcast clouds
682,Mogadouro,PT,41.3403,-6.7119,48.99,95,100,13.0,overcast clouds
683,Jinxiang,CN,27.4327,120.6062,54.7,84,96,9.22,overcast clouds
684,Krasnyy Yar,RU,46.5331,48.3456,37.4,75,75,4.47,broken clouds
685,Praia Da Vitoria,PT,38.7333,-27.0667,66.2,77,40,18.88,scattered clouds
686,Madimba,TZ,-10.4,40.3333,80.44,82,100,7.83,overcast clouds
687,Canutama,BR,-6.5339,-64.3831,84.13,79,30,3.6,scattered clouds
688,Goderich,CA,43.7501,-81.7165,23.0,68,100,16.11,light snow
689,Kipini,KE,-2.5257,40.5262,82.4,69,1,10.36,clear sky
690,Hastings,GB,50.8552,0.5729,42.01,63,81,1.99,broken clouds
691,Abashiri,JP,44.0213,144.2697,12.87,93,31,6.91,scattered clouds
692,Sobolevo,RU,54.4299,31.8996,33.21,97,98,9.84,overcast clouds
693,Konan,JP,35.3317,136.8704,46.99,86,100,2.3,light rain
694,Maassluis,NL,51.9233,4.25,42.01,93,100,2.3,overcast clouds
695,Henties Bay,NA,-22.116,14.2845,68.65,86,99,7.96,overcast clouds
696,San Carlos,VE,9.6612,-68.5827,91.8,41,53,3.36,broken clouds
697,Junagarh,IN,19.8667,82.9333,67.19,38,0,1.9,clear sky
698,Safford,US,32.834,-109.7076,48.0,81,1,0.78,clear sky
